%	x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	x11	x12	x13	x14	x15	x16	x17	x18	x19	x20	x21	x22	x23	x24	x25	x26	x27	x28	x29	x30	x31	x32	x33	x34	x35	x36	x37	x38	x39	x40	x41	x42	x43	x44	x45	x46	x47	x48	x49	x50	x51	x52	x53	x54	x55	x56	x57	x58	x59	x60	x61	x62	x63	x64	x65	x66	x67	x68	x69	x70	x71	x72	x73	x74	x75	x76	x77	x78	x79	x80	x81	x82	x83	x84	x85	x86	x87	x88	x89	x90
0.040972676	0	0.028149448	0.015303749	-0.00994343	0	0.026054492	0.014324711	0.027393654	0.008757443	0.001903342	0.002903898	0.004629662	0.004321968	0.040907444	-0.003071139	0.010645931	0.01599385	0.026859262	0.008628518	0.009060832	0.036995992	0.026672309	-0.004691555	0.021216625	0.006131593	0.019142683	0.010709395	0.019661703	0.018786663	0.025389227	0.022439314	0.012266372	0.004535199	0.031223785	0.047528174	0.000883343	-0.002260752	-0.003015974	0.014673299	0.002409983	0.00051467	0.003451641	0.000285472	0.005087468	0.016251707	0.023053082	0.005790364	-0.001913347	0.001190979	-0.014848561	-0.012104527	-0.002414817	0.009634781	0.002490608	0.006997372	0.010080112	0.018891971	-0.007530548	0.014518109	0.019990146	0.010301259	0.024825848	-0.000887758	0.014272723	0.030725534	0.038726226	0.016860946	0.026372128	0.004937845	0.020855255	0.004010629	0.015078658	0.015430977	0	0.015037837	0.034220246	-0.008519733	-0.002748108	0.020932602	-0.049298408	0.00289068	0.00379454	-0.009998308	0.006022526	0.028525382	-0.012965194	0.004801979	-0.003447606	0.023112604
-0.003615065	-0.007299468	-0.011696025	-0.002362028	-0.007464455	0.003202576	-0.004515549	0.004404227	-0.008792084	0.001659277	-0.003333309	-0.001640223	0.003951248	0.03937626	0.015386952	0.004773217	0.008785859	0.001003712	-0.017825779	0.006571789	0.001202047	0.019174971	-0.010914177	0.011277804	0.011639658	0.002220295	-0.005497721	-0.00719985	0.002482355	-0.01151919	0.00832187	0.028437873	0.001979104	-0.007266205	-0.003018367	-0.020690467	-0.005164133	0.003550331	-0.003249493	-0.006671956	-0.003789809	-0.005986205	0.027564503	0.01078945	0.01275418	0.000107405	-0.00030385	-0.004436275	0.024859486	-0.004174506	-0.000855259	-0.002798883	0.028057198	0.011914314	0.010208985	0.003275999	-0.008293947	-0.00306498	-0.007587688	-0.031372416	-0.004803162	0.003468028	0.003547397	-0.000888685	-0.017422424	0.00368323	-0.010119568	0.006329126	-0.00054811	-0.005038791	-0.009543096	-0.008710241	0.012197145	-0.010867697	0.000665125	0.01670404	0.002584581	0.030804008	0	0.002002652	0.010267372	-0.011758871	-0.006105411	-0.015011616	-0.002531367	0.016407239	-0.006260744	-0.003255963	0.023137784	-0.006756857
0.022381998	0.010502658	-0.023033682	0.012192658	0.008161467	0.013182154	-0.021538944	-0.005140118	0.000575763	0.002897554	0.008312546	-0.002275595	0.018235624	0.055443802	-0.035183871	0.006779713	0.005582708	0.001403535	-0.010971295	0.005345003	0.026375637	0.003134326	-0.005275703	0.014122988	0.019755695	-0.013115901	-0.012830299	-0.01278103	0.016393951	0.002169994	0.000613575	0.022041453	0.003795068	0.006058815	0.026843217	0.00116077	-0.009960653	-0.011014263	0.021100178	0.009833493	0.073195337	0.020796722	-0.011989663	0.013743083	-0.005911984	-0.00301333	0.032593715	0.000386534	0.014571724	-0.006394936	-0.004430128	0.002998447	0	0.003153322	-0.006484599	-0.012754738	-0.009563725	-0.017387591	-0.013277516	0.038043396	0.001255267	0.004856032	-0.001062939	0.003402163	-0.019108841	0.026842362	-0.011157822	-0.012911606	0.008461907	-0.0089305	0.027822471	0.01502782	-0.004148097	-0.025079666	-0.002663099	-0.007154921	0.010870612	-0.007808442	0	-0.001334628	0.009291015	-0.019910807	-0.003271605	-0.000703765	0.003268469	0.002053482	-0.016986158	-0.010178686	0.002621207	-0.00729039
0.033518046	-0.029865787	-0.033968503	0.008722253	0.007404006	-0.000315625	-0.032507267	0.00452964	0.003065134	-0.002897554	0.013624876	0.000506139	-0.01201121	0.011214135	-0.001194291	-0.007460208	-0.013310161	0.004198758	-0.007788747	0.002366359	0.023129412	0.014292636	-0.005607407	0.004842547	0.030060088	0.008948613	0.00104647	0.003763086	0.014527687	0.020737204	-0.01188003	-0.001407529	0.004685903	0.000151028	0.006453535	0.014968669	-0.008251542	0.003252135	0.016781488	0.017832505	-0.016171182	0.001215954	0.016819607	-0.008391757	0.04691072	0.002798427	0.007328176	0.004626989	0.016951692	0.004800017	-0.024943294	0.022694646	-0.026384774	0.003535698	0.000619374	0.001034657	-0.006628441	-0.006750233	-0.000376595	0.001026778	0.005213234	0.009813296	-0.001773961	0.009991208	0.036088171	0.019142744	0.007684265	-0.020011446	-0.009284591	0.010444737	0.055632919	0.011861816	-0.008947354	0.005586581	0	0.010713413	0.017919652	-0.013416027	0.022852056	0.061508037	0.002091653	-0.00074501	-0.008225967	-0.006710277	-0.00115858	0.015201142	0.000870764	-0.000346774	-0.004122172	-0.002441967
-0.015531197	-0.013045914	0.01317118	0.000578735	0.014645556	-0.005698023	0.026516293	0.019953412	-0.004216949	-0.007488871	-0.005146247	-0.008894653	-0.010505665	0.027025464	-0.011720757	-0.012673552	0.006677182	-0.004599585	-0.017252447	-0.005530293	0.00484663	-0.012573007	-0.0056386	0.018612628	0.005301016	-0.014582329	-0.010866471	-0.023925208	-0.00361193	-0.031391025	-0.016115513	-0.009197099	-0.01076497	-0.009405454	-0.032088327	0.015873337	-0.020393289	0.00711718	-0.003680892	-0.014051779	0.016812637	-0.012739025	0.037108698	0.002524896	-0.011666068	-0.019864994	-0.007916774	-0.011413216	0.002324689	-0.010630924	-0.007665084	0.005836594	-0.01609618	-0.013820618	-0.006211201	-0.005184051	-0.004848607	-0.003392281	-0.005665694	-0.015514808	-0.019956584	-0.019723823	-0.017915182	-0.007778643	0.018437738	-0.004927847	-0.002554715	-0.005229836	-0.010757212	0.005131587	0.000339213	0.012693393	-0.008423653	0.002781674	-0.005012499	0.007078912	-0.051693976	-0.018981972	-0.010273149	-0.002200213	-0.009095737	-0.008233021	-0.01051771	-0.013197914	-0.014543023	-0.0295264	-0.017854998	-0.004694456	-0.016278935	-0.015026781
0.031246043	-0.010965688	0.026991691	0.019623937	0.007017596	0.000476052	0.026020236	-0.000239436	0.001151815	-0.003975466	-0.005408571	0.001912656	-0.00363692	-0.021224094	0.003621052	0.017766153	-0.003508705	-0.000802072	0.024556171	-0.002578124	0.005672006	0.002963471	0.004422238	-0.006872843	0.020557649	-0.006802768	-0.004946528	0.002260513	0.000401896	0.01113539	0.010980399	0.023183365	-0.002747686	-0.005195668	-0.009099261	-0.035493123	0.047295487	0.028287321	-0.004892608	0.009078186	0.007506112	0.002867668	0.001784058	-0.013824396	0.002001406	0.003720785	0.005284835	0.019077532	0.000773769	0.008433713	0.018327622	-0.013082267	-0.028516018	-0.00159166	-0.002183053	0.013012697	-0.008848204	0.009301223	0.006230611	0.008304547	-0.02644461	0.021777615	-0.003259103	0.014336077	0.000435112	0.033995605	0.026392719	0.001310048	-0.012557736	0.0061034	0.018814574	-0.011384117	0.007824377	-0.012110102	-0.000670312	-0.004158067	0.023761222	0.007796833	0.01295906	0.031591318	-0.003696861	0.007934771	0.004719007	-0.002156726	-0.006113606	0.018964295	0.016693869	-0.007346569	0.002096962	0.014048282
0.01630125	0.005303201	-0.13402771	-0.014429817	-0.001128607	0.011358403	0.03634739	0.007754292	-0.003652095	0.003557673	-0.004016486	-0.002550965	-0.007313922	-0.016770426	-0.000301291	-0.00033872	0.00700523	-0.005027664	0.000606285	0.004359065	0.00451485	0.000622769	0.002431732	0.004235032	-0.005192915	0.02942619	0	-0.011353459	-0.008071091	-0.007005729	0.02297887	0.015845989	-0.005979332	-0.00061294	-0.007953436	-0.063820551	0.011808545	-0.019620751	0.004350216	-0.015070943	-0.023015356	-0.001125613	-0.002498657	-0.003414872	0.00114192	-0.020414575	-0.016534252	-0.00267583	0.002831791	-0.006016847	-0.003347218	0.000393005	0.01617598	-0.01889508	-0.023054881	-0.006588438	0.007024024	-0.003492931	0.001128566	-0.000689466	-0.005023539	-0.001711213	-0.005090941	0.003624524	-0.016217113	-0.020676121	0.002488254	-0.004154412	-0.013286492	-0.005501432	-0.010876066	0.00261351	-0.007522274	0.002807708	-0.003021644	0.018576403	-0.014264485	0.023816987	-0.005379249	-0.018772693	-0.003356628	0	-0.004301629	-0.011581796	0.004829669	-0.004092012	0.008675588	-0.012010051	0.004749699	-0.004415032
0.003311316	0.001574088	0.04445177	0.001725307	0.007424997	0.004694895	0.01607837	-0.004167898	-0.011621241	0.018216277	0.020387309	0.012059754	0.021129846	-0.009357394	0.012277524	0.001692284	0.002440301	0.008032172	0.014440641	-0.003168373	0.008968468	0.008369571	0.003636485	-0.021896714	0.01878855	0.002757907	0.010569734	0.015634151	0.008874446	-0.0051039	0.005473665	0.025642483	0.011619194	0.009004219	-0.006161514	-0.034797208	0.000579551	0.015224291	0.013305405	0.012262376	-0.00636995	0.017356428	-0.021311987	0.011056084	0.031454395	0.006777441	-0.005971957	-0.00479618	0.008192538	0.001808881	0.008708308	0.011330435	0.011402596	0.017300768	0.00858926	0.015780634	0.012700423	0.00984519	0.012889014	0.002410888	0.013484372	0.003931298	0.009795167	0.001157105	-0.009323086	0.015889792	0.005183282	0.002188711	0.000284636	0.003304478	0.011208844	0.011677087	0.015583205	-0.005247391	0.000336196	0.014213564	0.008658077	0.002872353	0.007522982	0.008968686	0.02568054	0.004315194	0.007619268	0.003633748	0.025893106	0.007625381	-0.001729163	0.000888073	0.007176642	0
-0.057401483	0.010061294	-0.003806296	-0.000862281	0	-0.014151211	0.00678697	-0.02464488	-0.025252896	0.018897075	-0.001625075	-0.007218393	0.025799681	0.034767087	0.013010292	0.013436542	-0.005236528	-0.010050336	0.000599815	0.012417601	-0.002793756	0.03503273	-0.020474709	0.000809589	-0.008797704	0.013404636	-0.013762497	-0.00022482	-0.003217782	-0.00856487	0.010258074	0.009943665	0.023880333	-0.002129273	-0.008067115	-0.075958708	0.004047402	0.007213451	-0.007875271	0	0.01496209	0.017554828	-0.019912056	-0.001128386	0.008534149	0.040259321	-0.009932294	-0.003081667	-0.007678625	-0.00140658	0.004469824	-0.005453824	0.003207281	0.003185973	-0.007312079	-0.007961653	-0.006330049	0.007142968	0.006843583	-0.001376868	-0.007807468	0.020096976	-0.005792958	-0.00188096	0.001336667	0.020353545	-0.022733523	-0.00526091	-0.009432749	-0.005211966	-0.003165915	0.012816589	0.00917572	-0.010008608	-0.003366998	-0.009928185	0.002246351	0.018088374	-0.002680289	0.035388611	0.00550397	0	-0.001657482	0.032473825	-0.004705846	0.000542187	0.003455306	0.003013352	0.006564812	-0.009881556
-0.005705282	-0.038553424	-0.005949941	0.003731312	0.002015428	0.005527033	-0.008221655	0.014088103	0.003988027	0.004618889	0.022286929	0.004311926	0.007927716	0.031517215	0.006441908	0.007645083	0.005410642	0	0.009073641	0.003519799	0.003909369	0.002530297	0.00523505	0	0.070023262	-0.008185595	0.00342892	-0.002025843	0.001207773	0.010269091	0.004492349	0.027969376	0.015901422	0.004405645	0.004972063	0.005284361	0.008904308	-0.007528543	0.015582465	0.041321805	0.022978387	-0.006546957	0.023556416	-0.013926631	0.025708391	0.013732148	-0.005155519	-0.027179277	0.008952654	0.003011739	0.007881345	0.006036378	-0.003774304	0.006341712	0.008894609	0.005926269	0.005127509	0.013900556	-0.010562465	0.004125094	0.005644787	0.010312777	0.009756129	0.004479394	0.017223387	-0.002689999	0.015741372	-0.002420522	0.005156124	-0.005138308	-0.004180953	0.019234393	0.018102657	0.022519279	-0.007447556	-0.002446491	-0.010148594	0.002812953	-0.002149355	-0.003572572	0.006155984	-0.008948572	0.009082265	0.000702036	0.021773779	0.001896529	-0.002878574	0.012138417	-0.000187008	0.005446945
